"No.","Time","Source","Destination","Protocol","Length","Info"
"2117","2016-09-26 23:06:39.121924","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2120","2016-09-26 23:06:39.356041","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=708 Ack=691 Win=3072 Len=0"
"2185","2016-09-26 23:06:49.340657","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2218","2016-09-26 23:06:59.543048","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2252","2016-09-26 23:07:09.753910","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2319","2016-09-26 23:07:19.962831","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2369","2016-09-26 23:07:25.199256","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2394","2016-09-26 23:07:30.175360","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=1"
"2420","2016-09-26 23:07:38.033488","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2423","2016-09-26 23:07:38.267852","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=777 Ack=760 Win=3072 Len=0"
"2457","2016-09-26 23:07:45.146493","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"2459","2016-09-26 23:07:45.379677","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=862 Ack=829 Win=3072 Len=0"
"2502","2016-09-26 23:07:55.364172","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=861 Ack=829 Win=3072 Len=1"
"2534","2016-09-26 23:08:03.517735","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2537","2016-09-26 23:08:03.749203","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=931 Ack=898 Win=3072 Len=0"
"2604","2016-09-26 23:08:08.749232","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2625","2016-09-26 23:08:13.733800","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=930 Ack=898 Win=3072 Len=1"
"2666","2016-09-26 23:08:23.943556","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=930 Ack=898 Win=3072 Len=1"
"2728","2016-09-26 23:08:34.145412","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=930 Ack=898 Win=3072 Len=1"
"2770","2016-09-26 23:08:44.350191","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=930 Ack=898 Win=3072 Len=1"
"2820","2016-09-26 23:08:49.569271","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2847","2016-09-26 23:08:54.551718","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=930 Ack=898 Win=3072 Len=1"
"2872","2016-09-26 23:09:02.429006","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2875","2016-09-26 23:09:02.650575","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1000 Ack=967 Win=3072 Len=0"
"2932","2016-09-26 23:09:12.635100","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"2979","2016-09-26 23:09:22.838960","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3015","2016-09-26 23:09:28.079246","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3035","2016-09-26 23:09:33.061861","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3073","2016-09-26 23:09:43.272991","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3200","2016-09-26 23:09:53.491407","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=999 Ack=967 Win=3072 Len=1"
"3222","2016-09-26 23:10:01.340002","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3225","2016-09-26 23:10:01.573749","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1069 Ack=1036 Win=3072 Len=0"
"3226","2016-09-26 23:10:01.669807","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"3228","2016-09-26 23:10:01.669879","192.168.1.196","192.168.1.1","DNS","72","Standard query 0x01d3 A pool.ntp.org"
"3230","2016-09-26 23:10:01.681660","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"3232","2016-09-26 23:10:01.681816","192.168.1.196","192.189.54.33","NTP","90","NTP Version 3, client"
"3245","2016-09-26 23:10:06.689254","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3271","2016-09-26 23:10:11.558376","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3321","2016-09-26 23:10:21.777823","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3361","2016-09-26 23:10:31.996799","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1068 Ack=1036 Win=3072 Len=1"
"3363","2016-09-26 23:10:32.816503","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3368","2016-09-26 23:10:33.052856","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1138 Ack=1105 Win=3072 Len=0"
"3394","2016-09-26 23:10:43.037323","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3420","2016-09-26 23:10:48.259279","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3438","2016-09-26 23:10:53.239533","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3485","2016-09-26 23:11:03.440615","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3527","2016-09-26 23:11:13.641922","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3621","2016-09-26 23:11:23.842809","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1137 Ack=1105 Win=3072 Len=1"
"3643","2016-09-26 23:11:29.069284","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3657","2016-09-26 23:11:31.727081","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3660","2016-09-26 23:11:31.944744","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1207 Ack=1174 Win=3072 Len=0"
"3688","2016-09-26 23:11:39.873351","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3691","2016-09-26 23:11:40.092001","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1276 Ack=1243 Win=3072 Len=0"
"3719","2016-09-26 23:11:45.779080","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"3723","2016-09-26 23:11:45.997473","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1361 Ack=1312 Win=3072 Len=0"
"3774","2016-09-26 23:11:55.981941","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1360 Ack=1312 Win=3072 Len=1"
"3822","2016-09-26 23:12:06.183028","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1360 Ack=1312 Win=3072 Len=1"
"3842","2016-09-26 23:12:11.399224","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3877","2016-09-26 23:12:16.384173","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1360 Ack=1312 Win=3072 Len=1"
"3919","2016-09-26 23:12:26.585578","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1360 Ack=1312 Win=3072 Len=1"
"3962","2016-09-26 23:12:36.786815","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1360 Ack=1312 Win=3072 Len=1"
"3993","2016-09-26 23:12:42.009277","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3999","2016-09-26 23:12:44.691197","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4010","2016-09-26 23:12:44.952907","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1430 Ack=1381 Win=3072 Len=0"
"4045","2016-09-26 23:12:54.937527","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4087","2016-09-26 23:13:05.138843","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4115","2016-09-26 23:13:10.359253","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4138","2016-09-26 23:13:15.340005","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4181","2016-09-26 23:13:25.541139","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4230","2016-09-26 23:13:35.742184","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1429 Ack=1381 Win=3072 Len=1"
"4263","2016-09-26 23:13:40.959275","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4274","2016-09-26 23:13:43.602052","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4279","2016-09-26 23:13:43.819956","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1499 Ack=1450 Win=3072 Len=0"
"4335","2016-09-26 23:13:53.804753","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4398","2016-09-26 23:14:04.011352","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1498 Ack=1450 Win=3072 Len=1"
"4413","2016-09-26 23:14:08.302269","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4417","2016-09-26 23:14:08.520759","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1568 Ack=1519 Win=3072 Len=0"
"4420","2016-09-26 23:14:09.229218","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4472","2016-09-26 23:14:18.505403","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"4527","2016-09-26 23:14:28.708150","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"4578","2016-09-26 23:14:38.909148","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"4603","2016-09-26 23:14:44.130306","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4699","2016-09-26 23:14:49.112760","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"4737","2016-09-26 23:14:59.313814","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1567 Ack=1519 Win=3072 Len=1"
"4788","2016-09-26 23:15:07.212729","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4796","2016-09-26 23:15:07.432456","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1637 Ack=1588 Win=3072 Len=0"
"4836","2016-09-26 23:15:12.439294","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4861","2016-09-26 23:15:17.416897","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"4903","2016-09-26 23:15:27.618993","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"4940","2016-09-26 23:15:37.820618","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1636 Ack=1588 Win=3072 Len=1"
"4978","2016-09-26 23:15:43.039311","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5005","2016-09-26 23:15:46.419151","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"5008","2016-09-26 23:15:46.638028","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1722 Ack=1657 Win=3072 Len=0"
"5050","2016-09-26 23:15:56.622663","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=1"
"5112","2016-09-26 23:16:06.823676","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=1"
"5134","2016-09-26 23:16:12.049213","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5161","2016-09-26 23:16:17.024487","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=1"
"5197","2016-09-26 23:16:27.225800","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=1"
"5244","2016-09-26 23:16:37.426688","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=1"
"5245","2016-09-26 23:16:37.603168","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"5250","2016-09-26 23:16:37.822612","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1791 Ack=1726 Win=3072 Len=0"
"5261","2016-09-26 23:16:40.627136","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"5265","2016-09-26 23:16:40.846398","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1860 Ack=1795 Win=3072 Len=0"
"5272","2016-09-26 23:16:42.649260","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5339","2016-09-26 23:16:50.831181","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5372","2016-09-26 23:17:01.032056","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5425","2016-09-26 23:17:11.232944","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5466","2016-09-26 23:17:16.459267","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5482","2016-09-26 23:17:21.434436","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5525","2016-09-26 23:17:31.635548","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1859 Ack=1795 Win=3072 Len=1"
"5597","2016-09-26 23:17:39.538278","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"5602","2016-09-26 23:17:39.756013","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1929 Ack=1864 Win=3072 Len=0"
