"No.","Time","Source","Destination","Protocol","Length","Info"
"600","2016-09-27 23:01:53.542085","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=207 Ack=208 Win=3072 Len=1"
"627","2016-09-27 23:01:58.759243","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"649","2016-09-27 23:02:03.742659","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=207 Ack=208 Win=3072 Len=1"
"702","2016-09-27 23:02:13.943267","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=207 Ack=208 Win=3072 Len=1"
"748","2016-09-27 23:02:24.143611","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=207 Ack=208 Win=3072 Len=1"
"793","2016-09-27 23:02:29.369241","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"803","2016-09-27 23:02:32.046920","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"810","2016-09-27 23:02:32.264574","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=277 Ack=277 Win=3072 Len=0"
"856","2016-09-27 23:02:42.248527","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=276 Ack=277 Win=3072 Len=1"
"903","2016-09-27 23:02:52.448931","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=276 Ack=277 Win=3072 Len=1"
"930","2016-09-27 23:02:57.669249","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"959","2016-09-27 23:03:02.649457","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=276 Ack=277 Win=3072 Len=1"
"1040","2016-09-27 23:03:12.849912","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=276 Ack=277 Win=3072 Len=1"
"1106","2016-09-27 23:03:23.050392","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=276 Ack=277 Win=3072 Len=1"
"1131","2016-09-27 23:03:28.269228","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1136","2016-09-27 23:03:30.711352","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"1139","2016-09-27 23:03:30.930570","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=362 Ack=346 Win=3072 Len=0"
"1190","2016-09-27 23:03:40.914499","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=361 Ack=346 Win=3072 Len=1"
"1228","2016-09-27 23:03:51.114964","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=361 Ack=346 Win=3072 Len=1"
"1250","2016-09-27 23:03:56.339232","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1274","2016-09-27 23:04:01.315391","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=361 Ack=346 Win=3072 Len=1"
"1282","2016-09-27 23:04:02.405271","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"1285","2016-09-27 23:04:02.624001","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=431 Ack=415 Win=3072 Len=0"
"1337","2016-09-27 23:04:12.608028","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=430 Ack=415 Win=3072 Len=1"
"1378","2016-09-27 23:04:22.808526","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=430 Ack=415 Win=3072 Len=1"
"1393","2016-09-27 23:04:28.029224","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1416","2016-09-27 23:04:33.009005","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=430 Ack=415 Win=3072 Len=1"
"1459","2016-09-27 23:04:43.209494","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=430 Ack=415 Win=3072 Len=1"
"1494","2016-09-27 23:04:53.409834","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=430 Ack=415 Win=3072 Len=1"
"1509","2016-09-27 23:04:58.629254","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1519","2016-09-27 23:05:01.312727","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"1524","2016-09-27 23:05:01.530691","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=500 Ack=484 Win=3072 Len=0"
"1579","2016-09-27 23:05:09.815029","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"1581","2016-09-27 23:05:10.033632","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=569 Ack=553 Win=3072 Len=0"
"1627","2016-09-27 23:05:20.017662","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=568 Ack=553 Win=3072 Len=1"
"1666","2016-09-27 23:05:25.239253","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1698","2016-09-27 23:05:30.218139","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=568 Ack=553 Win=3072 Len=1"
"1756","2016-09-27 23:05:40.418722","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=568 Ack=553 Win=3072 Len=1"
"1853","2016-09-27 23:05:50.619901","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=568 Ack=553 Win=3072 Len=1"
"1919","2016-09-27 23:06:00.821945","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=568 Ack=553 Win=3072 Len=1"
"1955","2016-09-27 23:06:06.039273","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"1969","2016-09-27 23:06:08.722855","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"1972","2016-09-27 23:06:08.940715","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=638 Ack=622 Win=3072 Len=0"
"2029","2016-09-27 23:06:18.924800","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=637 Ack=622 Win=3072 Len=1"
"2072","2016-09-27 23:06:29.125228","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=637 Ack=622 Win=3072 Len=1"
"2080","2016-09-27 23:06:31.675889","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2084","2016-09-27 23:06:31.894364","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=707 Ack=691 Win=3072 Len=0"
"2147","2016-09-27 23:06:41.878321","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=706 Ack=691 Win=3072 Len=1"
"2224","2016-09-27 23:06:44.916970","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"2234","2016-09-27 23:06:45.135164","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=792 Ack=760 Win=3072 Len=0"
"2238","2016-09-27 23:06:47.099243","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2280","2016-09-27 23:06:55.119223","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=791 Ack=760 Win=3072 Len=1"
"2341","2016-09-27 23:07:05.319610","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=791 Ack=760 Win=3072 Len=1"
"2394","2016-09-27 23:07:15.520180","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=791 Ack=760 Win=3072 Len=1"
"2427","2016-09-27 23:07:20.739285","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2449","2016-09-27 23:07:25.720730","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=791 Ack=760 Win=3072 Len=1"
"2471","2016-09-27 23:07:31.334393","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"2476","2016-09-27 23:07:31.553015","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=877 Ack=829 Win=3072 Len=0"
"2518","2016-09-27 23:07:41.537147","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=876 Ack=829 Win=3072 Len=1"
"2568","2016-09-27 23:07:51.737762","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=876 Ack=829 Win=3072 Len=1"
"2622","2016-09-27 23:07:56.959274","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2643","2016-09-27 23:08:01.938269","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=876 Ack=829 Win=3072 Len=1"
"2689","2016-09-27 23:08:12.138831","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=876 Ack=829 Win=3072 Len=1"
"2735","2016-09-27 23:08:22.339355","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=876 Ack=829 Win=3072 Len=1"
"2771","2016-09-27 23:08:30.242573","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2776","2016-09-27 23:08:30.460292","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=946 Ack=898 Win=3072 Len=0"
"2820","2016-09-27 23:08:35.459262","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"2844","2016-09-27 23:08:40.444355","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=945 Ack=898 Win=3072 Len=1"
"2889","2016-09-27 23:08:50.645346","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=945 Ack=898 Win=3072 Len=1"
"2907","2016-09-27 23:08:54.510983","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"2909","2016-09-27 23:08:54.511044","192.168.1.196","192.168.1.1","DNS","72","Standard query 0x0268 A pool.ntp.org"
"2911","2016-09-27 23:08:54.515881","Physical_00:67:5e","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.196"
"2913","2016-09-27 23:08:54.516028","192.168.1.196","130.102.128.23","NTP","90","NTP Version 3, client"
"2934","2016-09-27 23:09:00.845876","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=945 Ack=898 Win=3072 Len=1"
"2935","2016-09-27 23:09:00.946930","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"2940","2016-09-27 23:09:01.165591","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1015 Ack=967 Win=3072 Len=0"
"3011","2016-09-27 23:09:11.149484","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1014 Ack=967 Win=3072 Len=1"
"3039","2016-09-27 23:09:16.372216","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3063","2016-09-27 23:09:21.349837","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1014 Ack=967 Win=3072 Len=1"
"3106","2016-09-27 23:09:31.550213","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1014 Ack=967 Win=3072 Len=1"
"3143","2016-09-27 23:09:41.750683","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1014 Ack=967 Win=3072 Len=1"
"3185","2016-09-27 23:09:51.951094","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1014 Ack=967 Win=3072 Len=1"
"3211","2016-09-27 23:09:57.169228","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3225","2016-09-27 23:09:59.854195","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3232","2016-09-27 23:10:00.071893","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1084 Ack=1036 Win=3072 Len=0"
"3424","2016-09-27 23:10:10.055867","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1083 Ack=1036 Win=3072 Len=1"
"3434","2016-09-27 23:10:10.486235","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3437","2016-09-27 23:10:10.704425","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1153 Ack=1105 Win=3072 Len=0"
"3506","2016-09-27 23:10:20.688407","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1152 Ack=1105 Win=3072 Len=1"
"3557","2016-09-27 23:10:30.888816","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1152 Ack=1105 Win=3072 Len=1"
"3589","2016-09-27 23:10:36.109222","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3611","2016-09-27 23:10:41.089163","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1152 Ack=1105 Win=3072 Len=1"
"3647","2016-09-27 23:10:51.289382","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1152 Ack=1105 Win=3072 Len=1"
"3684","2016-09-27 23:11:01.489644","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1152 Ack=1105 Win=3072 Len=1"
"3733","2016-09-27 23:11:09.393841","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3738","2016-09-27 23:11:09.611631","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1222 Ack=1174 Win=3072 Len=0"
"3760","2016-09-27 23:11:14.619267","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3783","2016-09-27 23:11:19.595630","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1221 Ack=1174 Win=3072 Len=1"
"3820","2016-09-27 23:11:29.796094","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1221 Ack=1174 Win=3072 Len=1"
"3825","2016-09-27 23:11:30.220268","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"3828","2016-09-27 23:11:30.440328","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1291 Ack=1243 Win=3072 Len=0"
"3835","2016-09-27 23:11:31.951802","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"3840","2016-09-27 23:11:32.170415","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1376 Ack=1312 Win=3072 Len=0"
"3892","2016-09-27 23:11:42.154471","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1375 Ack=1312 Win=3072 Len=1"
"3916","2016-09-27 23:11:47.379227","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"3938","2016-09-27 23:11:52.355060","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1375 Ack=1312 Win=3072 Len=1"
"3989","2016-09-27 23:12:02.555391","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1375 Ack=1312 Win=3072 Len=1"
"4056","2016-09-27 23:12:12.755753","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1375 Ack=1312 Win=3072 Len=1"
"4096","2016-09-27 23:12:22.956065","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1375 Ack=1312 Win=3072 Len=1"
"4120","2016-09-27 23:12:28.179279","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4128","2016-09-27 23:12:30.859149","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4131","2016-09-27 23:12:31.076782","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1445 Ack=1381 Win=3072 Len=0"
"4180","2016-09-27 23:12:41.060859","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1444 Ack=1381 Win=3072 Len=1"
"4219","2016-09-27 23:12:51.261414","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1444 Ack=1381 Win=3072 Len=1"
"4264","2016-09-27 23:13:01.462198","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1444 Ack=1381 Win=3072 Len=1"
"4318","2016-09-27 23:13:06.679273","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4355","2016-09-27 23:13:11.662809","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1444 Ack=1381 Win=3072 Len=1"
"4393","2016-09-27 23:13:21.863313","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1444 Ack=1381 Win=3072 Len=1"
"4435","2016-09-27 23:13:29.767482","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4438","2016-09-27 23:13:29.986159","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1514 Ack=1450 Win=3072 Len=0"
"4493","2016-09-27 23:13:39.970317","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1513 Ack=1450 Win=3072 Len=1"
"4519","2016-09-27 23:13:45.189234","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4539","2016-09-27 23:13:50.170831","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1513 Ack=1450 Win=3072 Len=1"
"4566","2016-09-27 23:13:59.490507","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4569","2016-09-27 23:13:59.708565","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1583 Ack=1519 Win=3072 Len=0"
"4635","2016-09-27 23:14:09.692585","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1582 Ack=1519 Win=3072 Len=1"
"4672","2016-09-27 23:14:19.893127","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1582 Ack=1519 Win=3072 Len=1"
"4692","2016-09-27 23:14:25.119271","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4717","2016-09-27 23:14:30.093941","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1582 Ack=1519 Win=3072 Len=1"
"4769","2016-09-27 23:14:40.294438","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1582 Ack=1519 Win=3072 Len=1"
"4802","2016-09-27 23:14:50.494953","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1582 Ack=1519 Win=3072 Len=1"
"4834","2016-09-27 23:14:58.398503","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"4837","2016-09-27 23:14:58.616499","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1652 Ack=1588 Win=3072 Len=0"
"4882","2016-09-27 23:15:03.619258","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"4982","2016-09-27 23:15:08.600548","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1651 Ack=1588 Win=3072 Len=1"
"5003","2016-09-27 23:15:11.202936","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"5007","2016-09-27 23:15:11.421489","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1721 Ack=1657 Win=3072 Len=0"
"5071","2016-09-27 23:15:21.405406","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1720 Ack=1657 Win=3072 Len=1"
"5100","2016-09-27 23:15:31.605765","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1720 Ack=1657 Win=3072 Len=1"
"5110","2016-09-27 23:15:32.577262","192.168.1.196","54.210.202.2","TLSv1.2","139","Application Data"
"5115","2016-09-27 23:15:32.795382","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1806 Ack=1726 Win=3072 Len=0"
"5167","2016-09-27 23:15:42.779343","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1805 Ack=1726 Win=3072 Len=1"
"5191","2016-09-27 23:15:47.999255","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5206","2016-09-27 23:15:52.979841","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1805 Ack=1726 Win=3072 Len=1"
"5247","2016-09-27 23:16:03.180323","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1805 Ack=1726 Win=3072 Len=1"
"5350","2016-09-27 23:16:13.380955","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1805 Ack=1726 Win=3072 Len=1"
"5385","2016-09-27 23:16:23.581518","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1805 Ack=1726 Win=3072 Len=1"
"5401","2016-09-27 23:16:28.762262","192.168.1.196","54.210.202.2","TLSv1.2","123","Application Data"
"5403","2016-09-27 23:16:28.799255","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5409","2016-09-27 23:16:28.981192","192.168.1.196","54.210.202.2","TCP","60","2173  >  443 [ACK] Seq=1875 Ack=1795 Win=3072 Len=0"
"5459","2016-09-27 23:16:38.965307","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1874 Ack=1795 Win=3072 Len=1"
"5518","2016-09-27 23:16:49.165641","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1874 Ack=1795 Win=3072 Len=1"
"5560","2016-09-27 23:16:59.366164","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1874 Ack=1795 Win=3072 Len=1"
"5585","2016-09-27 23:17:04.589304","Physical_00:67:5e","Tp-LinkT_51:33:ea","ARP","60","192.168.1.196 is at d0:52:a8:00:67:5e"
"5614","2016-09-27 23:17:09.566657","192.168.1.196","54.210.202.2","TCP","60","[TCP Keep-Alive] 2173  >  443 [ACK] Seq=1874 Ack=1795 Win=3072 Len=1"
